AÑO,TRIMESTRE,PROVEEDOR,COD DEPARTAMENTO,DEPARTAMENTO,COD MUNICIPIO,MUNICIPIO,CABECERA MUNICIPAL,COD CENTRO POBLADO,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTURA LTE,COBERTURA 5G,COBERTURA 4G
2022,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85010,AGUAZUL,0,85010001,CUPIAGUA,1,1,1,0,0,1
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50680,SAN CARLOS DE GUAROA,0,50680003,LA PALMERA,1,1,1,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73678,SAN LUIS,1,73678000,SAN LUIS,1,1,1,0,0,0
2023,2,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05667,SAN RAFAEL,1,05667000,SAN RAFAEL,0,1,1,0,0,1
2021,3,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,47245,EL BANCO,0,47245008,EL TRÉBOL,1,0,0,0,0,1
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,54,NORTE DE SANTANDER,54405,LOS PATIOS,0,54405001,LA GARITA,1,0,0,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68324,GUAVATÁ,1,68324000,GUAVATÁ,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41001,NEIVA,1,41001000,NEIVA,1,1,1,0,0,1
2021,2,AVANTEL S.A.S,19,CAUCA,19809,TIMBIQUÍ,1,19809000,TIMBIQUÍ,1,1,1,0,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05483,NARIÑO,1,05483000,NARIÑO,0,0,0,0,0,1
2023,1,COLOMBIA MOVIL  S.A ESP,41,HUILA,41359,ISNOS,1,41359000,SAN JOSÉ DE ISNOS,0,1,1,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,19,CAUCA,19001,POPAYÁN,1,19001000,POPAYÁN,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25286,FUNZA,0,25286009,TIENDA NUEVA,1,1,0,0,0,0
2023,1,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05649,SAN CARLOS,0,05649002,SAMANÁ,0,0,0,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,44,LA GUAJIRA,44855,URUMITA,1,44855000,URUMITA,0,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73236,DOLORES,0,73236005,SAN ANDRÉS,1,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54174,CHITAGÁ,1,54174001,CHITAGÁ,1,1,1,1,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20001,VALLEDUPAR,0,20001014,PATILLAL,1,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66440,MARSELLA,0,66440003,LA ARGENTINA,1,1,1,0,0,1
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25785,TABIO,0,25785005,CHICÚ,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68575,PUERTO WILCHES,0,68575028,CURUMITA,1,1,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23464,MOMIL,0,23464003,TREMENTINO,1,0,0,0,0,0
2021,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,0,47692019,PUEBLO NUEVO,0,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08433,MALAMBO,0,08433001,CARACOLÍ,1,1,1,0,0,1
2021,4,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15696,SANTA SOFÍA,1,15696000,SANTA SOFÍA,0,1,1,0,0,0
2021,3,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73408,LÉRIDA,1,73408000,LÉRIDA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25377,LA CALERA,0,25377016,SAN JOSÉ DEL TRIUNFO,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,1,05686000,SANTA ROSA DE OSOS,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68573,PUERTO PARRA,1,68573000,PUERTO PARRA,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,0,25899006,PASOANCHO,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68524,PALMAS DEL SOCORRO,1,68524000,PALMAS DEL SOCORRO,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66594,QUINCHÍA,0,66594019,VILLA RICA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05659,SAN JUAN DE URABÁ,0,05659003,UVEROS,0,0,0,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23189,CIÉNAGA DE ORO,0,23189003,LAGUNETA,1,1,1,0,0,0
2023,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05045,APARTADÓ,0,05045011,EL SALVADOR,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19290,FLORENCIA,0,19290001,EL ROSARIO,1,1,1,0,0,1
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,73,TOLIMA,73283,FRESNO,1,73283000,FRESNO,1,1,1,0,0,0
2022,1,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73675,SAN ANTONIO,1,73675000,SAN ANTONIO,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44560,MANAURE,0,44560004,SAN ANTONIO,1,1,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54128,CACHIRÁ,1,54128001,CACHIRÁ,1,1,1,1,0,0
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23672,SAN ANTERO,0,23672021,PLAYA BLANCA,1,0,0,0,0,0
2021,2,COLOMBIA MOVIL  S.A ESP,99,VICHADA,99773,CUMARIBO,1,99773000,CUMARIBO,1,1,1,0,0,0
2022,3,PARTNERS TELECOM COLOMBIA SAS,13,BOLÍVAR,13580,REGIDOR,0,13580006,SANTA LUCÍA,0,0,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08560,PONEDERA,0,08560001,LA RETIRADA,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25148,CAPARRAPÍ,0,25148010,CAMBULO,1,1,1,0,0,1
2021,1,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70215,COROZAL,0,70215004,CHAPINERO,0,1,1,0,0,0
2023,3,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15572,PUERTO BOYACÁ,0,15572027,LA CEIBA,0,0,0,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76520,PALMIRA,0,76520002,AMAIME,1,1,1,0,0,1
2021,4,AVANTEL S.A.S,68,SANTANDER,68745,SIMACOTA,1,68745000,SIMACOTA,1,1,1,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19517,PAEZ,0,19517015,TALAGA,1,0,0,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08606,REPELÓN,0,08606005,VILLA ROSA,1,1,1,0,0,1
2021,2,PARTNERS TELECOM COLOMBIA SAS,05,ANTIOQUIA,05847,URRAO,1,05847000,URRAO,0,1,1,0,0,0
2021,4,COLOMBIA MOVIL  S.A ESP,08,ATLÁNTICO,08078,BARANOA,0,08078002,PITAL,1,1,1,0,0,1
2022,2,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68498,OCAMONTE,1,68498000,OCAMONTE,0,1,1,0,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68152,CARCASÍ,1,68152000,CARCASÍ,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68001,BUCARAMANGA,0,68001017,VIJAGUAL,1,1,1,1,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52001,PASTO,0,52001024,SAN JOSÉ,0,1,1,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13673,SANTA CATALINA,0,13673003,GALERAZAMBA,1,1,1,0,0,1
2023,2,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73861,VENADILLO,1,73861000,VENADILLO,0,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68502,ONZAGA,0,68502004,CAPILLA DEL CARMEN,1,1,1,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68872,VILLANUEVA,1,68872000,VILLANUEVA,1,1,1,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50568,PUERTO GAITÁN,0,50568007,PUENTE ARIMENA,1,0,0,0,0,0
2021,3,AVANTEL S.A.S,25,CUNDINAMARCA,25797,TENA,1,25797000,TENA,1,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17013,AGUADAS,1,17013000,AGUADAS,1,1,1,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,0,88564005,ROCKY POINT,0,1,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15516,PAIPA,1,15516000,PAIPA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44430,MAICAO,0,44430014,GARRAPATERO,0,0,0,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1,05591000,PUERTO TRIUNFO,1,1,0,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19693,SAN SEBASTIÁN,0,19693004,SANTIAGO,1,0,0,0,0,0
2022,3,AVANTEL S.A.S,76,VALLE DEL CAUCA,76126,CALIMA,1,76126000,DARIÉN,1,1,1,0,0,1
2021,1,AVANTEL S.A.S,85,CASANARE,85315,SÁCAMA,1,85315001,SÁCAMA,0,0,0,0,0,0
2021,3,AVANTEL S.A.S,52,NARIÑO,52215,CÓRDOBA,1,52215000,CÓRDOBA,1,1,1,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66170,DOSQUEBRADAS,0,66170008,AGUAZUL,1,0,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20710,SAN ALBERTO,0,20710005,LÍBANO,1,1,1,1,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,0,25899026,SANTIAGO PÉREZ,0,1,0,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15861,VENTAQUEMADA,0,15861008,TIERRA NEGRA,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25200,COGUA,0,25200014,SECTOR ZAMORA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05129,CALDAS,0,05129016,SALINAS,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,27,CHOCÓ,27495,NUQUÍ,1,27495000,NUQUÍ,0,1,1,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,17,CALDAS,17524,PALESTINA,1,17524000,PALESTINA,1,1,1,0,0,1
2022,4,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13433,MAHATES,1,13433000,MAHATES,0,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47288,FUNDACIÓN,0,47288004,SANTA ROSA,1,1,1,0,0,1
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76001,CALI,0,76001032,MONTAÑITAS (ALTO Y BAJO),0,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68547,PIEDECUESTA,0,68547025,MIRADOR DEL LAGO,1,1,1,1,0,0
2022,3,PARTNERS TELECOM COLOMBIA SAS,50,META,50573,PUERTO LÓPEZ,1,50573000,PUERTO LÓPEZ,0,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73624,ROVIRA,0,73624010,LA SELVA,1,0,0,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50689,SAN MARTÍN,1,50689000,SAN MARTÍN,1,1,1,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20400,LA JAGUA DE IBIRICO,1,20400000,LA JAGUA DE IBIRICO,1,1,1,0,0,1
2021,3,AVANTEL S.A.S,68,SANTANDER,68855,VALLE DE SAN JOSÉ,1,68855000,VALLE DE SAN JOSÉ,1,1,1,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,0,52835116,GUALTAL,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05034,ANDES,0,05034006,SANTA RITA,1,1,1,0,0,1
2023,2,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25772,SUESCA,0,25772001,HATO GRANDE,0,0,0,0,0,1
2021,2,AVANTEL S.A.S,19,CAUCA,19533,PIAMONTE,1,19533000,PIAMONTE,1,1,1,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15667,SAN LUIS DE GACENO,0,15667004,LA MESA DEL GUAVIO,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54261,EL ZULIA,0,54261009,CRISTO REY,1,1,0,1,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05036,ANGELÓPOLIS,0,05036006,SANTA RITA,1,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70678,SAN BENITO ABAD,0,70678038,LAS POZAS,0,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08433,MALAMBO,0,08433005,PITALITO,1,1,1,0,0,0
2021,2,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15814,TOCA,1,15814000,TOCA,1,1,1,0,0,1
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54498,OCAÑA,0,54498012,PUEBLO NUEVO,1,1,1,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20001,VALLEDUPAR,0,20001019,CAMPERUCHO,1,1,1,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,50,META,50313,GRANADA,0,50313006,AGUAS CLARAS,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47205,CONCORDIA,0,47205002,BELLAVISTA,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23660,SAHAGÚN,0,23660031,LA BALSA,0,0,0,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17867,VICTORIA,0,17867001,CAÑAVERAL,1,1,1,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23672,SAN ANTERO,0,23672028,SAN MARTÍN 2,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,0,25899010,APOSENTOS ALTOS,1,1,0,0,0,1
2022,2,AVANTEL S.A.S,13,BOLÍVAR,13042,ARENAL,1,13042000,ARENAL,1,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,0,66001053,ESPERANZA GALICIA,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47703,SAN ZENÓN,0,47703006,PEÑONCITO,1,1,1,0,0,0
2023,1,COLOMBIA MOVIL  S.A ESP,27,CHOCÓ,27025,ALTO BAUDÓ,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70124,CAIMITO,0,70124011,LA MEJÍA,1,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25781,SUTATAUSA,0,25781002,LAS PEÑAS,1,1,0,1,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23660,SAHAGÚN,0,23660009,MORROCOY,1,0,0,0,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13001,CARTAGENA,0,13001026,ARROYO DE LAS CANOAS,1,0,0,0,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05400,LA UNIÓN,1,05400000,LA UNIÓN,0,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,97,VAUPÉS,97666,TARAIRA,1,97666000,TARAIRA,0,1,1,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,0,25899012,BOSQUES DE SILECIA,1,1,1,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13222,CLEMENCIA,1,13222000,CLEMENCIA,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23855,VALENCIA,0,23855016,MANZANARES,1,0,0,0,0,0
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68615,RIONEGRO,0,68615031,SAN RAFAEL,1,1,1,0,0,0
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,05658,SAN JOSÉ DE LA MONTAÑA,1,05658000,SAN JOSÉ DE LA MONTAÑA,0,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44001,RIOHACHA,0,44001004,CASCAJALITO,0,0,0,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,0,23682005,LA DORADA,1,1,1,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20400,LA JAGUA DE IBIRICO,1,20400000,LA JAGUA DE IBIRICO,1,1,1,0,0,1
2021,3,AVANTEL S.A.S,25,CUNDINAMARCA,25436,MANTA,1,25436000,MANTA,1,1,1,0,0,0
2023,1,COLOMBIA MOVIL  S.A ESP,27,CHOCÓ,27075,BAHÍA SOLANO,0,27075004,HUINA,0,0,0,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15244,EL COCUY,1,15244000,EL COCUY,1,1,0,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68573,PUERTO PARRA,1,68573000,PUERTO PARRA,1,1,1,0,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52001,PASTO,0,52001005,LA LAGUNA,0,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27600,RÍO QUITO,0,27600011,LOMA DE LOS GAMBOA,0,0,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66383,LA CELIA,1,66383000,LA CELIA,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47053,ARACATACA,0,47053001,BUENOS AIRES,1,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17013,AGUADAS,0,17013017,PORE,0,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,08,ATLÁNTICO,08770,SUAN,1,08770000,SUAN,0,1,1,0,0,1
2022,2,PARTNERS TELECOM COLOMBIA SAS,05,ANTIOQUIA,05306,GIRALDO,1,05306000,GIRALDO,0,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13654,SAN JACINTO,0,13654008,LAS MERCEDES,0,0,0,0,0,0
2023,1,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,1,68684000,SAN JOSÉ DE MIRANDA,0,1,1,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54498,OCAÑA,0,54498006,BUENAVISTA,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,81065,ARAUQUITA,0,81065001,CARRETERO,0,1,1,0,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13062,ARROYOHONDO,0,13062001,MACHADO,0,0,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20228,CURUMANÍ,0,20228012,CHINELA,1,1,1,1,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86885,VILLAGARZÓN,1,86885000,VILLAGARZÓN,1,1,1,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,63,QUINDÍO,63302,GÉNOVA,1,63302000,GÉNOVA,1,1,1,0,0,1
2022,4,PARTNERS TELECOM COLOMBIA SAS,47,MAGDALENA,47745,SITIONUEVO,1,47745000,SITIONUEVO,0,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15814,TOCA,1,15814000,TOCA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70001,SINCELEJO,0,0,SANTA CRUZ,1,0,0,0,0,0
2023,1,PARTNERS TELECOM COLOMBIA SAS,66,RISARALDA,66572,PUEBLO RICO,1,66572000,PUEBLO RICO,0,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05483,NARIÑO,1,05483000,NARIÑO,0,0,0,0,0,1
2022,2,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,1,76041000,ANSERMANUEVO,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,08,ATLÁNTICO,08558,POLONUEVO,1,08558000,POLONUEVO,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15518,PAJARITO,0,15518001,CORINTO,1,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,47,MAGDALENA,47245,EL BANCO,1,47245000,EL BANCO,0,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17013,AGUADAS,0,17013011,SAN NICOLÁS,0,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23574,PUERTO ESCONDIDO,0,23574006,SAN LUIS,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41791,TARQUI,0,41791002,MAITO,1,1,1,0,0,0
2022,1,COLOMBIA MOVIL  S.A ESP,08,ATLÁNTICO,08606,REPELÓN,0,08606004,ROTINET,1,1,1,0,0,1
2023,1,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68307,GIRÓN,0,68307007,ACAPULCO,0,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,0,76130023,TRES TUSAS,0,0,0,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73624,ROVIRA,1,73624000,ROVIRA,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05792,TARSO,0,05792006,EL CEDRÓN,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54743,SILOS,0,54743003,LOS RINCÓN,1,0,0,0,0,0
2022,1,COLOMBIA MOVIL  S.A ESP,41,HUILA,41206,COLOMBIA,1,41206000,COLOMBIA,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73624,ROVIRA,1,73624000,ROVIRA,1,1,1,0,0,1
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,19,CAUCA,19548,PIENDAMÓ - TUNÍA,0,19548001,TUNÍA,1,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17442,MARMATO,0,17442003,SAN JUAN,1,1,1,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,81,ARAUCA,81736,SARAVENA,0,81736008,PUERTO NARIÑO,1,0,0,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,0,76130007,JUANCHITO,1,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,13,BOLÍVAR,13001,CARTAGENA,0,13001012,SANTA ANA,0,1,1,0,0,1
2023,1,PARTNERS TELECOM COLOMBIA SAS,41,HUILA,41319,GUADALUPE,1,41319000,GUADALUPE,0,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19001,POPAYÁN,0,19001026,SAMUEL SILVERIO,0,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20001,VALLEDUPAR,0,20001048,RAMALITO,1,0,0,0,0,0
2022,1,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15806,TIBASOSA,1,15806000,TIBASOSA,0,1,1,0,0,0
2021,2,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,0,44650007,GUAYACANAL,1,1,1,0,0,1
2022,2,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,47205,CONCORDIA,0,47205001,BÁLSAMO,0,1,1,0,0,0
2023,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70230,CHALÁN,0,70230006,MONTEBELLO,1,1,1,0,0,1
2021,2,AVANTEL S.A.S,05,ANTIOQUIA,05091,BETANIA,1,05091000,BETANIA,1,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,0,52835115,GUACHAL,0,0,0,0,0,0
